TF,Target,score
6136,7440,0.72971510887146
12778,10889,0.7297124266624451
7778,11777,0.7297050356864929
17009,17452,0.7297043204307556
11783,1266,0.7296945452690125
12745,6651,0.7296939492225647
4633,3660,0.7296882271766663
12778,14336,0.7296853065490723
15004,8984,0.7296786904335022
12778,5964,0.729669988155365
6136,2874,0.7296631932258606
15137,546,0.7296531796455383
15004,9385,0.7296483516693115
12745,17243,0.7296461462974548
17009,17252,0.7296378016471863
12745,13361,0.7296369671821594
17009,11003,0.7296364307403564
4633,1283,0.7296323180198669
15004,13733,0.7296264171600342
4633,12957,0.7296167612075806
6136,11557,0.7296156287193298
4633,14473,0.7296121716499329
12778,1254,0.7296101450920105
6042,15296,0.7296040654182434
6136,5717,0.7295988202095032
4633,695,0.7295979857444763
6136,8441,0.7295945286750793
12745,8514,0.7295840382575989
11783,9768,0.7295454144477844
6136,3276,0.7295424342155457
12745,10068,0.7295385003089905
6042,16910,0.7295370697975159
15137,4904,0.7295306921005249
6042,14159,0.7295295596122742
10385,8205,0.7295124530792236
12745,713,0.7295077443122864
15233,3644,0.7295077443122864
6042,11023,0.7295063138008118
12745,8984,0.729502260684967
4633,12659,0.7294976115226746
6042,8293,0.7294961214065552
12778,1211,0.7294917106628418
17009,10897,0.729485034942627
15004,17084,0.7294789552688599
12778,3275,0.7294721007347107
4633,4501,0.7294681668281555
6042,11929,0.7294631004333496
4633,12632,0.7294611930847168
15004,7127,0.7294583320617676
15004,6888,0.7294579744338989
4633,5740,0.7294473648071289
6136,17198,0.7294349074363708
12778,15413,0.7294332981109619
6136,17536,0.7294213771820068
10385,6722,0.7294018268585205
6042,12170,0.7293856143951416
4633,17156,0.7293830513954163
6136,10086,0.7293785214424133
12778,11828,0.7293784618377686
10385,7342,0.729369044303894
6136,5140,0.7293628454208374
15004,10399,0.729361355304718
15004,6021,0.7293604612350464
5870,12325,0.7293577790260315
12778,4312,0.7293559312820435
15004,15253,0.7293514609336853
15137,6187,0.7293463945388794
14440,12691,0.7293459177017212
12745,1545,0.7293432354927063
4633,7459,0.7293428182601929
4633,17198,0.7293331623077393
12778,5708,0.7293211817741394
12778,11631,0.7293176054954529
7778,15160,0.7293142676353455
12745,13733,0.7293038964271545
11783,4254,0.7292678952217102
15180,1548,0.7292671203613281
10385,12089,0.7292635440826416
15137,8636,0.7292611598968506
15137,13163,0.7292575836181641
15180,14604,0.7292568683624268
6136,8162,0.7292523384094238
15004,9291,0.7292396426200867
12745,9110,0.7292344570159912
6042,11162,0.7292205095291138
6136,17080,0.7292170524597168
12745,6888,0.7292099595069885
4633,4634,0.7292084097862244
12778,12518,0.7292065620422363
12778,12425,0.7291990518569946
6136,7129,0.7291944622993469
12745,16966,0.7291934490203857
6136,12979,0.7291886806488037
4633,16710,0.7291829586029053
7941,10119,0.7291749119758606
6136,10499,0.7291721701622009
12778,10391,0.7291675209999084
3788,12325,0.7291654944419861
12745,6802,0.7291639447212219
12745,2387,0.7291623950004578
17009,11014,0.7291619181632996
12778,14204,0.7291533350944519
6136,5847,0.7291510105133057
6042,14723,0.7291381359100342
6042,13661,0.7291334867477417
12745,6612,0.7291302680969238
12778,10526,0.7291269302368164
15004,10827,0.7291259765625
6042,16871,0.7291222214698792
15004,16966,0.7291184663772583
6136,14910,0.72911137342453
12745,7127,0.7291024923324585
4633,6269,0.7291011214256287
6136,940,0.7290990352630615
10385,12535,0.7290982604026794
6136,13303,0.7290966510772705
12778,13542,0.7290933728218079
6136,4759,0.7290917634963989
6136,12954,0.7290917634963989
6136,2493,0.7290917634963989
6136,16088,0.7290917634963989
6136,9803,0.7290917634963989
6136,8130,0.7290917634963989
12745,6021,0.7290832996368408
15004,6612,0.7290819883346558
12745,11315,0.7290765047073364
12778,14755,0.7290588021278381
6136,16739,0.7290562987327576
15180,6626,0.7290536761283875
4633,12536,0.7290526628494263
6042,13328,0.7290482521057129
6136,13723,0.7290481925010681
12745,9385,0.7290462851524353
6136,8363,0.7290462851524353
17009,5896,0.7290431261062622
12745,2762,0.7290399074554443
12778,10067,0.729039192199707
12745,17659,0.729002833366394
6042,11609,0.7289812564849854
6136,12986,0.728979766368866
15004,17659,0.7289785742759705
12778,15152,0.7289773225784302
12778,11013,0.7289736866950989
15137,13556,0.7289736270904541
6042,8910,0.7289720773696899
6136,2862,0.7289680242538452
16523,9798,0.7289632558822632
6042,3586,0.7289623022079468
6136,7257,0.7289561033248901
12778,7180,0.7289360761642456
12778,9904,0.728934109210968
10385,11257,0.7289318442344666
4633,16198,0.7289159893989563
17009,14206,0.7289149165153503
12745,8434,0.7289142608642578
4633,3863,0.7289037704467773
6136,2364,0.7288967370986938
6136,6618,0.7288942933082581
15004,16883,0.7288846373558044
4633,12565,0.7288643717765808
12745,4306,0.7288623452186584
12778,1460,0.7288461327552795
4633,7440,0.7288451194763184
12745,9291,0.7288446426391602
15137,8939,0.7288237810134888
12745,8641,0.7288229465484619
17009,16655,0.7288084030151367
14425,12691,0.7288068532943726
15004,14944,0.7288057208061218
13277,10867,0.728803277015686
7941,3644,0.7287989258766174
12745,10399,0.728797435760498
12778,13268,0.728793203830719
6136,6886,0.7287856936454773
4633,14547,0.7287838459014893
4633,2393,0.7287836074829102
6042,13764,0.7287749648094177
6136,1202,0.7287704348564148
7941,420,0.7287630438804626
10385,12669,0.7287567853927612
6042,14344,0.7287534475326538
4633,8127,0.7287505865097046
7941,337,0.7287399768829346
14623,7315,0.7287379503250122
15004,17043,0.7287307977676392
12778,14268,0.7287301421165466
6136,17175,0.728722095489502
10385,13886,0.7287180423736572
4633,3276,0.7287176251411438
14623,13362,0.7287170886993408
6136,11504,0.7287169694900513
6136,17706,0.7287154793739319
12778,7426,0.7287145853042603
15004,901,0.7287119030952454
15137,9758,0.7287082672119141
12745,15253,0.7287072539329529
13277,10958,0.7287043333053589
15004,8641,0.7286996841430664
6042,6264,0.7286946773529053
6136,4976,0.7286877036094666
6042,9094,0.7286714911460876
12778,5600,0.7286696434020996
15004,4306,0.7286653518676758
6136,9332,0.7286590933799744
12778,15428,0.7286588549613953
6042,856,0.7286450266838074
6136,5280,0.7286390066146851
12745,10827,0.7286331057548523
4633,11557,0.7286301851272583
11783,6944,0.7286227941513062
15004,14246,0.7286128997802734
4633,11522,0.728606641292572
15004,13626,0.7285969853401184
12778,5898,0.7285946607589722
17009,9077,0.7285845875740051
14435,12325,0.7285745739936829
4633,2874,0.7285730242729187
1350,8908,0.7285711765289307
15004,5910,0.7285667657852173
6136,6610,0.7285482883453369
15004,5142,0.7285481095314026
6042,10369,0.7285434007644653
11783,11850,0.7285381555557251
15137,14350,0.7285330295562744
1072,12691,0.7285261154174805
15004,11316,0.7285258173942566
12778,11713,0.7285190224647522
10385,99,0.7285173535346985
15004,8283,0.7285148501396179
15004,16048,0.7284992933273315
12745,13830,0.7284981608390808
12745,16883,0.7284963726997375
11783,6301,0.7284893989562988
15004,13830,0.7284844517707825
6136,3909,0.7284830808639526
4633,10086,0.7284789085388184
15004,4631,0.7284772992134094
12745,14246,0.7284761071205139
12778,3087,0.7284610867500305
6136,2586,0.7284588813781738
4633,14910,0.7284585237503052
12745,17043,0.7284570336341858
15137,16651,0.7284502983093262
12745,5142,0.7284417152404785
3788,9798,0.7284407615661621
12778,750,0.7284371852874756
6042,8925,0.7284318208694458
4633,5717,0.7284289002418518
11783,5150,0.7284258604049683
12778,8346,0.7284180521965027
12778,5729,0.7284159064292908
12745,8283,0.7284098267555237
6136,1371,0.7283986210823059
12778,7326,0.7283824682235718
12778,10451,0.7283797860145569
12745,14944,0.7283794283866882
15004,7269,0.7283782958984375
15233,13769,0.7283693552017212
14442,12325,0.7283629179000854
6136,13340,0.7283608913421631
12778,10361,0.7283523678779602
17009,14032,0.7283486127853394
6042,12551,0.7283351421356201
6042,5719,0.7283321619033813
12778,10138,0.7283302545547485
12745,901,0.7283248901367188
5870,4534,0.7283236384391785
14623,3350,0.7283170223236084
7778,17192,0.7283101081848145
6042,9749,0.7283053398132324
6136,9825,0.7283022403717041
15137,13037,0.7282924056053162
15137,17252,0.7282906770706177
4633,17080,0.7282769083976746
6136,16714,0.7282739281654358
6136,15749,0.7282670140266418
15004,14310,0.7282640337944031
4633,4751,0.7282634973526001
15004,2977,0.7282589673995972
11783,13195,0.7282496094703674
4633,8441,0.7282452583312988
12778,17472,0.7282451391220093
10385,5138,0.7282411456108093
14623,7108,0.728240966796875
6042,4882,0.7282367944717407
6136,4979,0.7282246947288513
12778,7759,0.7282207608222961
15004,14655,0.7282171249389648
15137,14651,0.7282170057296753
15137,10897,0.7282053232192993
6136,16620,0.7281978726387024
6042,5165,0.7281944751739502
15004,11166,0.728187084197998
4633,2862,0.7281706929206848
10385,6401,0.7281672358512878
6136,17753,0.7281668782234192
17009,1410,0.7281562685966492
17009,228,0.7281562685966492
12778,16869,0.7281498312950134
17009,8869,0.7281479239463806
12745,5910,0.7281460762023926
4633,17536,0.7281395196914673
15004,13216,0.7281355857849121
12778,4835,0.728127121925354
15004,1971,0.7281237840652466
12745,11316,0.7281225919723511
15004,4165,0.728118896484375
6136,14522,0.728100597858429
12778,14169,0.7280970215797424
5870,9798,0.7280960083007812
12778,14229,0.7280829548835754
17009,153,0.7280817031860352
10385,9748,0.7280794978141785
15004,16241,0.7280774116516113
12778,622,0.7280744910240173
6136,10889,0.728073239326477
17009,6670,0.7280566096305847
12745,13626,0.7280506491661072
4633,8363,0.7280497550964355
11783,1389,0.7280495762825012
11783,3158,0.7280495762825012
6042,6778,0.7280475497245789
11783,4005,0.7280471920967102
4633,6312,0.7280468344688416
6136,12366,0.7280387282371521
12745,17084,0.7280267477035522
12745,12597,0.728017270565033
4633,12979,0.7280150055885315
15004,7117,0.7280119061470032
12745,7269,0.7280071377754211
12778,14667,0.7280005216598511
4633,12986,0.7279837727546692
12778,10900,0.7279819250106812
4633,5140,0.7279750108718872
12778,13655,0.7279736399650574
4633,900,0.7279700636863708
12745,14655,0.7279676795005798
12745,3440,0.7279555797576904
6042,5498,0.7279505729675293
15233,11887,0.7279486656188965
4633,3909,0.727948009967804
10385,11726,0.7279418110847473
12745,4631,0.7279412150382996
12745,16048,0.7279317378997803
6136,9047,0.7279281616210938
15137,14206,0.7279252409934998
15004,3440,0.7279193997383118
4633,11504,0.7279136776924133
15137,11003,0.7279127240180969
10385,3631,0.7279107570648193
17009,11458,0.7279105186462402
6136,3275,0.7279093861579895
10385,10957,0.7279068231582642
6136,14336,0.7279055118560791
12778,6310,0.7279046177864075
17009,9075,0.7278994917869568
12778,15655,0.7278986573219299
15004,7795,0.7278958559036255
6136,1254,0.7278916835784912
12778,15285,0.7278856635093689
17009,11737,0.7278803586959839
6136,12679,0.7278798222541809
15004,8365,0.727878749370575
4633,4976,0.7278736233711243
4633,6886,0.7278692722320557
16523,4534,0.7278684973716736
6042,10384,0.7278643250465393
17009,14333,0.7278579473495483
17009,12190,0.7278513312339783
17009,529,0.7278431057929993
1350,11777,0.7278417944908142
12778,10400,0.7278314232826233
4633,10499,0.7278309464454651
6042,4482,0.7278268933296204
6136,5964,0.7278172373771667
12778,13999,0.7278135418891907
6042,181,0.7277994155883789
12745,4165,0.7277975082397461
12745,14310,0.7277963757514954
17009,12623,0.7277956604957581
6136,4312,0.727780282497406
14623,337,0.7277763485908508
6042,1545,0.7277697920799255
6042,13770,0.7277687191963196
4633,8162,0.7277657389640808
4633,7257,0.7277646064758301
6042,6053,0.7277595400810242
17009,14080,0.7277576923370361
6136,11828,0.7277485728263855
6136,6775,0.7277428507804871
12745,1971,0.7277427911758423
6042,11229,0.7277415990829468
4633,7129,0.7277398705482483
11783,7342,0.7277381420135498
6042,13361,0.7277315855026245
12745,2977,0.7277104258537292
16523,745,0.727701723575592
15137,5896,0.7276930212974548
14623,16491,0.7276878356933594
12745,13216,0.7276871204376221
5870,745,0.7276843190193176
4633,13340,0.7276791930198669
6042,2514,0.7276723384857178
15004,4152,0.7276690602302551
4633,2364,0.7276672720909119
15004,12597,0.7276653051376343
12745,7117,0.7276626229286194
12778,2400,0.7276608347892761
14442,9798,0.7276605367660522
4633,5847,0.7276517748832703
17009,344,0.7276515364646912
6042,2762,0.7276490926742554
4633,6775,0.7276437878608704
11783,8205,0.7276421785354614
4633,13303,0.7276418805122375
12778,9869,0.7276373505592346
4633,9803,0.727636992931366
4633,12954,0.727636992931366
4633,2493,0.727636992931366
4633,8130,0.727636992931366
4633,16088,0.727636992931366
4633,4759,0.727636992931366
12745,6791,0.7276365160942078
6042,6651,0.7276318073272705
6136,15413,0.727624773979187
6136,12518,0.7276096940040588
4633,16739,0.7276026010513306
4633,13723,0.7275862693786621
12745,6066,0.7275850176811218
6136,1211,0.7275820970535278
15004,6791,0.7275808453559875
6042,17161,0.727580726146698
12745,16241,0.727570652961731
15004,13658,0.7275684475898743
6042,5497,0.7275652885437012
12778,13267,0.7275566458702087
6042,17084,0.7275545001029968
17009,11914,0.7275539636611938
15004,10276,0.7275516986846924
6136,5708,0.7275498509407043
12778,15310,0.7275416254997253
11783,6722,0.727541446685791
4633,940,0.7275357246398926
15004,6066,0.7275323271751404
6136,10526,0.7275287508964539
12745,7795,0.727510392665863
17009,8477,0.7275093793869019
4633,1371,0.7275057435035706
4633,2586,0.7275020480155945
15137,17452,0.7274879217147827
15137,16655,0.7274864315986633
6136,12425,0.7274863719940186
12778,2663,0.7274832725524902
15004,8273,0.7274698615074158
10385,3786,0.7274611592292786
15004,3391,0.7274589538574219
6042,16199,0.7274523377418518
12745,12782,0.7274519801139832
12778,14939,0.7274512052536011
15180,8454,0.7274501323699951
6136,13542,0.727447509765625
6042,6802,0.7274445295333862
12778,762,0.7274423241615295
4633,6618,0.7274421453475952
12778,17532,0.7274383902549744
15004,2887,0.7274354696273804
17009,7637,0.7274332046508789
6042,9110,0.7274255156517029
6136,11631,0.7274199724197388
12778,3958,0.7274130582809448
12745,2887,0.7274070978164673
13822,10958,0.7274030447006226
6042,9385,0.7273987531661987
6042,17243,0.727389931678772
6136,11013,0.7273880243301392
14435,9798,0.7273781895637512
15233,1548,0.7273775339126587
6042,11841,0.7273678779602051
11783,12089,0.7273629903793335
15004,12782,0.7273568511009216
11783,12535,0.7273558378219604
6136,14204,0.7273534536361694
12745,8365,0.727350115776062
15004,3260,0.7273460626602173
12778,15427,0.7273405194282532
3640,12325,0.7273386716842651
6042,713,0.7273374199867249
1350,17192,0.7273370623588562
7778,3007,0.7273276448249817
15004,3480,0.7273257970809937
17009,12594,0.7273223996162415
17009,17193,0.7273170351982117
4633,1202,0.7273163199424744
9896,12478,0.7273058891296387
6136,10391,0.7273019552230835
12778,1896,0.7273014187812805
15004,16455,0.7273009419441223
15180,14420,0.7272964119911194
6136,15152,0.7272892594337463
13822,7527,0.7272887825965881
15004,10062,0.7272762060165405
4633,17706,0.7272742390632629
6042,6796,0.7272658944129944
4633,9825,0.7272554636001587
6136,14755,0.7272515296936035
4633,6610,0.7272495627403259
6042,2870,0.7272493839263916
4633,17175,0.7272476553916931
12745,10062,0.727246105670929
12745,16455,0.7272325158119202
12745,4152,0.727228045463562
6042,2387,0.7272256016731262
9057,7527,0.7272247076034546
10385,4904,0.7272238731384277
1350,15160,0.72722327709198
15004,4940,0.7272176146507263
17009,16001,0.7272061705589294
10385,6187,0.727205753326416
6042,11315,0.7271958589553833
4633,5280,0.7271936535835266
6042,10068,0.7271935939788818
4633,16714,0.7271935343742371
15004,960,0.7271925210952759
6042,8434,0.7271872758865356
12745,8273,0.7271836996078491
12745,9921,0.7271815538406372
12778,3088,0.7271777391433716
15004,5826,0.7271773219108582
6136,7180,0.727161169052124
6136,10067,0.7271586060523987
4633,12366,0.7271580100059509
12778,2868,0.7271572351455688
17009,9953,0.7271515727043152
15180,1266,0.7271514534950256
4633,9047,0.7271477580070496
4633,10889,0.7271400690078735
12745,4439,0.7271379232406616
10385,13556,0.7271352410316467
15137,11014,0.7271334528923035
6136,9904,0.7271310091018677
10385,546,0.7271206974983215
4633,9332,0.7271189093589783
17009,13035,0.7271091341972351
13822,10867,0.7270935773849487
15233,6626,0.7270873188972473
15233,14604,0.7270872592926025
3788,745,0.727084219455719
7941,13769,0.7270808219909668
12745,960,0.7270612120628357
6042,11537,0.7270609140396118
6042,12715,0.7270508408546448
12778,11348,0.7270504832267761
12778,5156,0.7270498871803284
6136,1460,0.7270454168319702
4633,4979,0.7270374894142151
12778,4819,0.7270368337631226
12745,11166,0.7270343899726868
6136,3087,0.7270272970199585
12745,2462,0.7270211577415466
17009,531,0.7270159125328064
6136,7326,0.7270106673240662
4633,16620,0.7270104885101318
6042,8514,0.7270081639289856
12745,10276,0.7270078659057617
12745,5826,0.7270048260688782
6136,15428,0.7269980311393738
6136,14268,0.7269819378852844
15004,14299,0.7269741892814636
6042,17659,0.7269735336303711
12778,4572,0.7269716858863831
10385,8636,0.7269677519798279
11783,11257,0.7269617319107056
11783,12669,0.726953387260437
6136,7426,0.7269479632377625
10385,13163,0.7269445657730103
17009,13461,0.726938784122467
17009,1375,0.7269361019134521
4633,17753,0.7269324660301208
15180,9255,0.726921021938324
15004,15230,0.7269205451011658
11783,13886,0.7269112467765808
4633,3275,0.7269044518470764
15004,2462,0.7269039750099182
6042,15771,0.7268929481506348
12745,3260,0.7268906235694885
12778,1336,0.7268893122673035
12778,6855,0.7268843054771423
12778,10109,0.7268829941749573
12778,7143,0.7268807888031006
12778,12945,0.7268802523612976
12778,2824,0.7268784642219543
6136,13268,0.7268739938735962
12745,15230,0.7268673777580261
6136,5600,0.7268548607826233
15180,9768,0.726834774017334
15004,4439,0.726830005645752
12778,10860,0.7268281579017639
12745,3480,0.7268260717391968
9763,10958,0.7268233299255371
12778,9753,0.7268202304840088
6136,5898,0.7268199920654297
3788,4534,0.7268184423446655
12778,15182,0.7268176674842834
4633,15749,0.7268111109733582
4633,11631,0.7268097996711731
17009,14284,0.7268087267875671
12778,811,0.7268075942993164
4633,12679,0.7268007397651672
4633,12518,0.7267987728118896
12778,7328,0.7267910838127136
17009,410,0.7267857789993286
17009,3574,0.7267841100692749
17009,6162,0.7267838716506958
12778,13904,0.7267739176750183
6136,16869,0.7267696857452393
15004,5647,0.7267597317695618
9763,7527,0.7267531752586365
6042,8984,0.7267488241195679
12745,3391,0.7267345190048218
6136,8346,0.7267337441444397
6136,11713,0.7267328500747681
12745,13658,0.7267279624938965
12745,4940,0.7267146706581116
15137,8869,0.7267112135887146
6042,16883,0.7267099022865295
15004,3784,0.7267089486122131
17009,3018,0.7266910076141357
12778,10208,0.7266907095909119
6042,7127,0.7266897559165955
14435,745,0.7266803979873657
15004,11520,0.7266747951507568
12745,16795,0.7266722917556763
6136,5729,0.726669192314148
4633,11013,0.7266594767570496
11783,99,0.7266581654548645
6136,10138,0.7266566157341003
4633,5964,0.7266550660133362
12778,16050,0.7266520857810974
15137,153,0.7266489267349243
7941,11887,0.7266486883163452
12745,5307,0.7266477942466736
15004,5307,0.7266412377357483
4633,14336,0.726640522480011
6042,10399,0.7266339063644409
10385,8939,0.7266266345977783
6042,15190,0.7266188859939575
12745,14299,0.7266163229942322
12778,617,0.726615846157074
10385,14651,0.7266044020652771
6042,15253,0.7266027331352234
15004,14756,0.726594865322113
4633,1254,0.7265904545783997
17009,11714,0.7265863418579102
15004,9831,0.7265831828117371
13277,7527,0.7265826463699341
6136,750,0.7265782952308655
10385,16651,0.7265767455101013
15004,6613,0.726566731929779
4633,10526,0.7265598773956299
4633,5708,0.7265560626983643
6136,4835,0.7265555262565613
15004,16795,0.7265514135360718
6136,10451,0.7265500426292419
6136,7759,0.7265499830245972
4633,4312,0.7265352606773376
17009,5225,0.7265327572822571
17009,2648,0.7265304923057556
12778,4398,0.7265297174453735
6136,17472,0.726527214050293
9057,15160,0.7265194058418274
7941,1548,0.7265146970748901
12745,5647,0.7265093326568604
15004,13384,0.7265080809593201
12745,15797,0.72650146484375
15004,2699,0.7264938354492188
17009,14309,0.7264878153800964
12778,11479,0.7264822721481323
4633,12425,0.7264809608459473
14623,10119,0.7264753580093384
15004,15289,0.7264711856842041
12778,10110,0.7264651656150818
15137,14032,0.7264565825462341
6136,10361,0.7264553308486938
6136,14667,0.7264514565467834
6042,6021,0.7264429330825806
4633,14522,0.7264307141304016
12778,2573,0.7264245748519897
11783,5138,0.7264231443405151
12778,2377,0.7264209985733032
11783,6401,0.726420521736145
14435,4534,0.7264114618301392
12745,3784,0.7264069318771362
4633,15413,0.726401150226593
15180,4254,0.7263995409011841
6042,6888,0.72639399766922
14442,745,0.726386547088623
12745,14232,0.7263772487640381
14442,4534,0.7263751029968262
10385,14350,0.7263584136962891
17009,2768,0.7263582348823547
6042,16966,0.7263443470001221
6136,622,0.7263436913490295
17009,16434,0.7263362407684326
4633,11828,0.7263344526290894
15137,9077,0.7263293862342834
6136,14169,0.7263269424438477
6136,13999,0.7263258695602417
12745,11520,0.7263242602348328
3640,4534,0.7263193130493164
12778,2557,0.726314902305603
6042,13626,0.726313591003418
12778,4055,0.726311981678009
17009,14429,0.7263111472129822
6136,10900,0.7263100147247314
15137,6670,0.7263041138648987
6136,14229,0.7262928485870361
4633,14755,0.7262763381004333
7941,11602,0.7262745499610901
15004,9921,0.7262725830078125
12778,12261,0.7262718081474304
11783,9748,0.7262690663337708
15004,5289,0.726265549659729
4633,1211,0.7262635231018066
6136,15310,0.7262601256370544
15004,15970,0.7262587547302246
14623,11602,0.7262577414512634
15004,1388,0.7262533903121948
16524,10867,0.7262499332427979
6042,9291,0.726247251033783
4633,13542,0.7262464165687561
6136,13655,0.7262426018714905
9896,13362,0.7262251377105713
6042,16403,0.7262246012687683
15004,14232,0.726223349571228
6042,13733,0.7262222766876221
17009,3643,0.7262173891067505
11783,11726,0.7262072563171387
17009,12614,0.7262006402015686
15137,228,0.7261994481086731
15137,1410,0.7261994481086731
17009,9401,0.7261955142021179
10385,17452,0.726188600063324
4633,14204,0.7261865735054016
12745,13200,0.7261741757392883
4633,15152,0.7261703610420227
15004,305,0.7261411547660828
11783,10957,0.726137638092041
12778,8157,0.7261298298835754
4633,3087,0.7261294722557068
17009,12499,0.726123571395874
15137,12190,0.7261176109313965
12745,2699,0.7261123657226562
14623,420,0.7260957956314087
15004,16616,0.7260800004005432
12745,5289,0.7260732650756836
12745,6613,0.7260709404945374
11783,3631,0.7260687947273254
6136,15285,0.7260578274726868
12778,14233,0.7260509133338928
12745,15970,0.7260507345199585
10385,13037,0.7260462641716003
12778,6763,0.7260435223579407
4633,15428,0.7260256409645081
9896,7315,0.7260255217552185
12778,15939,0.7260248064994812
12745,14756,0.7260080575942993
15004,13200,0.7260016798973083
15004,15797,0.7260014414787292
12745,15289,0.7259962558746338
6136,9869,0.7259933948516846
12778,13625,0.7259854674339294
15137,14333,0.7259780764579773
6136,15655,0.7259779572486877
9057,8908,0.7259754538536072
6136,10400,0.7259754538536072
17009,16487,0.7259639501571655
6042,2977,0.725959837436676
6042,901,0.7259581685066223
4633,9904,0.7259553074836731
15004,9500,0.7259534001350403
10385,17252,0.7259505391120911
5870,1030,0.7259504199028015
15004,8990,0.7259483933448792
12778,11192,0.7259478569030762
12745,9831,0.7259448766708374
4633,750,0.7259429693222046
12745,1388,0.7259374260902405
12745,16616,0.7259312272071838
3640,745,0.7259178161621094
6136,2400,0.725906491279602
4633,10391,0.7259061932563782
10385,11003,0.7258929014205933
4633,13268,0.7258850932121277
15137,14080,0.725883960723877
15004,3743,0.7258836627006531
16524,10958,0.7258760929107666
4633,1460,0.7258692979812622
15137,529,0.7258646488189697
4633,14268,0.7258607745170593
4633,10067,0.725860595703125
9057,11777,0.7258504033088684
12778,5119,0.7258482575416565
6042,16436,0.7258477807044983
6042,13216,0.7258448600769043
4633,8346,0.7258444428443909
15180,6301,0.72584068775177
12778,3852,0.7258392572402954
15137,11737,0.7258390188217163
6042,4631,0.7258332967758179
4633,16869,0.7258327603340149
15004,6942,0.7258309721946716
6042,16048,0.7258274555206299
6042,11316,0.7258235216140747
6042,6612,0.7258200645446777
12778,5605,0.7258180975914001
12745,305,0.7257959246635437
10385,10897,0.725787878036499
17009,9756,0.7257851362228394
15180,4005,0.7257791757583618
15137,8477,0.725777804851532
3640,9798,0.7257670760154724
15137,11914,0.7257648706436157
7778,12325,0.7257620096206665
12778,4874,0.7257538437843323
6136,6310,0.725741982460022
6136,13267,0.7257413864135742
6042,10827,0.7257404923439026
12745,7955,0.7257402539253235
12745,8990,0.7257349491119385
6042,5910,0.7257320284843445
12778,14659,0.7257308959960938
9763,10867,0.72572922706604
1073,10958,0.7257289290428162
17009,10202,0.7257251143455505
6042,17043,0.7257179617881775
12745,3743,0.7257157564163208
15137,7637,0.7257087230682373
16523,1030,0.725701093673706
6042,14944,0.7256950736045837
6136,7143,0.7256917953491211
15137,344,0.7256889939308167
6136,17532,0.7256853580474854
1350,12325,0.7256729602813721
15180,6944,0.7256695032119751
7941,6626,0.7256613969802856
15137,16001,0.7256454229354858
12745,6942,0.7256435751914978
6136,2663,0.7256364822387695
6042,5142,0.725634753704071
12745,15875,0.7256340384483337
6042,7269,0.7256293892860413
6042,14310,0.7256010174751282
12778,8278,0.7256006598472595
6042,8283,0.7256002426147461
15180,5150,0.7255966067314148
6136,762,0.7255955934524536
12778,9365,0.7255941033363342
10385,5896,0.7255935668945312
6136,14939,0.7255934476852417
15137,12594,0.7255914807319641
15004,15875,0.725590705871582
17009,7145,0.7255895733833313
17009,955,0.7255895137786865
7941,14604,0.7255846858024597
12778,9154,0.7255811095237732
12778,8694,0.7255740761756897
15004,6081,0.7255672812461853
5870,11724,0.7255656123161316
14623,3644,0.7255563735961914
15004,8648,0.7255429029464722
4633,11713,0.7255415320396423
4633,15310,0.7255384922027588
6136,15427,0.7255326509475708
15004,7113,0.7255292534828186
4633,10138,0.725528359413147
12778,11233,0.7255275845527649
17009,11541,0.7255216240882874
6042,14246,0.7255188822746277
6136,3958,0.7255160808563232
6042,11166,0.725506067276001
15137,12623,0.7255038619041443
6042,8641,0.7254931926727295
4633,13999,0.7254883050918579
17009,15854,0.7254869341850281
4633,5729,0.7254824638366699
15180,11850,0.7254760265350342
15137,11458,0.7254754900932312
17009,17772,0.72547447681427
11783,3786,0.7254680395126343
11783,6187,0.7254627346992493
6136,1896,0.7254582643508911
12745,13384,0.725456953048706
1073,10867,0.725445032119751
15004,542,0.7254406213760376
4633,4835,0.7254312634468079
4633,10451,0.725418746471405
11783,13556,0.725413978099823
10385,11014,0.7254087328910828
9896,3350,0.7254067063331604
6042,10276,0.725406289100647
12745,6081,0.7253974676132202
12778,7244,0.7253948450088501
10385,9758,0.7253806591033936
6042,7117,0.7253780961036682
15004,15429,0.7253721356391907
6136,6855,0.7253677248954773
11783,4904,0.7253662347793579
6042,14655,0.7253647446632385
4633,5600,0.7253600358963013
15233,8454,0.7253586053848267
15004,9182,0.725356936454773
15180,1389,0.725355863571167
15180,3158,0.725355863571167
4633,17472,0.7253550291061401
4633,7180,0.7253544330596924
6042,4306,0.7253479957580566
17009,9109,0.7253459095954895
15233,14420,0.7253450155258179
6042,16241,0.7253442406654358
15180,13195,0.7253419756889343
6136,11479,0.7253387570381165
4633,14229,0.7253310680389404
6136,3088,0.7253281474113464
16523,11724,0.7253279685974121
12778,8128,0.7253153920173645
17009,13586,0.7253140211105347
4633,10361,0.7253080606460571
12778,13608,0.7253006100654602
12778,11117,0.7252990007400513
6042,4165,0.7252984642982483
4633,7759,0.7252983450889587
15004,7955,0.725298285484314
15137,17193,0.7252928614616394
12745,7113,0.7252727746963501
17009,13402,0.7252720594406128
10385,16655,0.7252711653709412
15137,531,0.7252673506736755
4633,7326,0.7252654433250427
6136,1336,0.7252650260925293
15137,13461,0.725263237953186
6136,5156,0.7252626419067383
11783,8636,0.725260317325592
