TF,Target,score
11783,3007,0.7496960759162903
15004,3631,0.7496542930603027
15004,11726,0.7496438026428223
12745,6722,0.7496416568756104
15233,7527,0.7496267557144165
12778,3350,0.7495293617248535
17009,11724,0.749522864818573
15004,6187,0.7494910955429077
11783,17192,0.7494727969169617
12745,4005,0.749451756477356
15004,10957,0.7494208812713623
12745,7342,0.7494127154350281
15004,6401,0.7493541836738586
15180,15160,0.7493498921394348
15137,11724,0.7492717504501343
4633,12478,0.749251663684845
6042,13886,0.7492437362670898
6136,7315,0.7492043375968933
6136,13362,0.7491819858551025
12745,12669,0.7491272687911987
15004,546,0.7491254806518555
12745,13886,0.7491182088851929
15004,4904,0.7490599155426025
12745,11257,0.7490003705024719
12778,337,0.7489448189735413
6042,12669,0.7488799095153809
15004,16651,0.7488732933998108
6042,5138,0.7488318681716919
6042,99,0.7488142848014832
15004,8636,0.7488002181053162
17009,6311,0.7487991452217102
12778,10119,0.7487767934799194
11783,12325,0.74875807762146
12745,99,0.7487034201622009
12745,5138,0.7486751079559326
15137,9597,0.7486675381660461
15004,8939,0.7486419081687927
12778,420,0.748603343963623
15004,13163,0.7485861778259277
6042,3786,0.7485637664794922
10385,745,0.7485308647155762
15004,13037,0.7485221028327942
6136,16491,0.7485133409500122
6042,9748,0.7484974265098572
17009,9597,0.7484589219093323
6136,7108,0.7484426498413086
12745,11726,0.7484194040298462
15004,13556,0.7484014630317688
6042,7342,0.7483978271484375
15137,6311,0.7483949661254883
12745,6401,0.7483816742897034
12745,9748,0.7483693361282349
15233,8908,0.7483530640602112
15004,14350,0.7483460903167725
15004,9758,0.7482703328132629
4633,13362,0.7482545375823975
7941,15160,0.7482270002365112
12745,3631,0.7481878995895386
6136,3350,0.7481257319450378
15004,5896,0.7480281591415405
11783,9798,0.7480165362358093
12745,10957,0.7480029463768005
15004,14651,0.7480000257492065
15233,11777,0.7479892373085022
14623,10958,0.7479686737060547
10385,4534,0.7479596138000488
4633,7315,0.7479370832443237
15004,17252,0.7479346394538879
12745,3786,0.7479274868965149
14623,10867,0.7478955388069153
6042,3631,0.7478843927383423
6042,11726,0.7478817105293274
6136,337,0.7478346228599548
12745,6187,0.7477908730506897
15004,10897,0.7477903366088867
6042,546,0.7477229237556458
15233,15160,0.7477014660835266
6042,9758,0.7476872205734253
6042,6187,0.7476640939712524
6042,6401,0.7476491928100586
6042,10957,0.7476276755332947
12778,11602,0.7476215362548828
12778,3644,0.747564435005188
12745,546,0.7475499510765076
6042,4904,0.7475203275680542
12745,4904,0.7474759817123413
12778,13769,0.7474360466003418
15004,14206,0.7474289536476135
7941,11777,0.7473285794258118
15004,8869,0.7472987771034241
4633,16491,0.7472801208496094
12745,16651,0.7472577095031738
12745,8939,0.7472538352012634
7941,7527,0.7472312450408936
12745,13163,0.7472214698791504
12745,13556,0.7472028732299805
15004,11003,0.7471851706504822
6042,8939,0.7471733689308167
7941,8908,0.7471690773963928
6042,8636,0.7471495866775513
15180,17192,0.747102677822113
12745,8636,0.7471001148223877
15180,3007,0.7470670342445374
6136,10119,0.7470641136169434
15004,11014,0.7470541000366211
6042,13037,0.7470298409461975
15004,16655,0.7470229864120483
6042,16651,0.7469989657402039
6042,13163,0.7469825148582458
4633,7108,0.7469815015792847
11783,745,0.7469375133514404
17009,14890,0.7468612194061279
7941,3007,0.7468427419662476
6136,420,0.7468380928039551
12745,14350,0.746824324131012
12745,14651,0.7467328310012817
12745,13037,0.7467273473739624
6042,14350,0.7466666102409363
15137,14890,0.7465518116950989
4633,3350,0.7465279698371887
12778,11887,0.7465211749076843
6136,11602,0.746477484703064
12745,9758,0.7463459968566895
6042,17252,0.746332585811615
4633,337,0.7463289499282837
12745,17252,0.7463246583938599
6042,13556,0.7463234066963196
6042,14206,0.7463000416755676
17009,7797,0.7462801933288574
15004,153,0.7462730407714844
6042,5896,0.7462704181671143
15004,6670,0.7462425231933594
15180,12325,0.7461991310119629
11783,4534,0.7461485862731934
9896,10958,0.7461006045341492
15004,14032,0.7460871934890747
6042,10897,0.746078610420227
12745,10897,0.7460646629333496
12745,5896,0.7460388541221619
12778,1548,0.7460123896598816
6042,8869,0.7459876537322998
9896,10867,0.7459728717803955
10385,1030,0.745951235294342
15137,7797,0.7459152936935425
6042,14651,0.745884895324707
15004,12190,0.7458639740943909
6136,13769,0.7458181977272034
15004,1410,0.7458018064498901
15004,228,0.7458018064498901
12778,14604,0.7457928657531738
12745,11003,0.7457899451255798
4633,10119,0.7457735538482666
12745,8869,0.7457073330879211
15004,529,0.7457042932510376
12745,16655,0.7457035183906555
12745,11014,0.7456915378570557
15004,14333,0.7456638813018799
4633,420,0.7456598877906799
6136,3644,0.7456532716751099
14623,7527,0.7456029057502747
15004,14080,0.7455718517303467
12745,14206,0.7455489635467529
15004,8477,0.7455469965934753
15233,3007,0.745538592338562
15233,17192,0.745525062084198
15004,11737,0.7455172538757324
10385,11724,0.7455147504806519
15004,11914,0.7454742789268494
15004,17452,0.7454652190208435
4633,11602,0.7454646229743958
15180,9798,0.7454331517219543
6042,11003,0.7453427314758301
6042,16655,0.7453381419181824
12778,6626,0.7452986836433411
15004,344,0.7452543377876282
4633,3644,0.7452483177185059
12745,17452,0.7452279925346375
15004,7637,0.7452088594436646
15004,16001,0.7451571822166443
15004,12594,0.74509197473526
6042,11014,0.7450699210166931
15004,11458,0.74498051404953
15004,9953,0.7449493408203125
15004,17193,0.7449154853820801
15004,9077,0.7448866367340088
6136,11887,0.7447836995124817
15004,531,0.7447736859321594
15004,13461,0.7447583079338074
12745,14032,0.7447402477264404
12745,153,0.7447157502174377
15004,2648,0.744708240032196
12745,6670,0.7446889281272888
15004,1375,0.7446850538253784
10385,9597,0.7446826100349426
15004,5225,0.7446606159210205
6042,153,0.744634747505188
7941,17192,0.7445948719978333
15004,11714,0.7445889115333557
12745,12623,0.7445839643478394
12745,9077,0.7445725798606873
15004,13035,0.7445403933525085
15004,410,0.7445205450057983
15004,3574,0.7445187568664551
15004,6162,0.7445183992385864
12745,228,0.7444902658462524
12745,1410,0.7444902658462524
15004,12623,0.7444788217544556
10385,6311,0.7444528341293335
4633,13769,0.7444366812705994
14623,8908,0.7444249391555786
15004,3018,0.7444143891334534
15004,16434,0.7443957924842834
12745,12190,0.7443903088569641
12745,529,0.7443852424621582
15233,12325,0.744372546672821
15004,2768,0.7442842721939087
6042,14032,0.7442795634269714
12745,344,0.744265079498291
12745,14333,0.7442570924758911
14623,11777,0.7442367076873779
12745,11737,0.7442238926887512
12745,11914,0.744215726852417
15180,745,0.7442070245742798
6136,14604,0.7442032098770142
12745,14080,0.7441827654838562
12778,1266,0.7441462874412537
12745,11458,0.7441403865814209
6042,6670,0.7441315054893494
12778,8454,0.7440971732139587
6136,1548,0.7440971732139587
12745,8477,0.7440840601921082
14623,15160,0.7440774440765381
11783,1030,0.7440490126609802
15004,9401,0.7440128922462463
6042,12190,0.7440091371536255
15004,3643,0.7439412474632263
12778,14420,0.743937611579895
12745,9075,0.7439212799072266
6042,228,0.7438951730728149
6042,1410,0.7438951730728149
12745,7637,0.7438492774963379
15004,16487,0.7438311576843262
17009,12478,0.7438268661499023
12745,16001,0.7438143491744995
15004,14429,0.7438132762908936
6042,8477,0.7438024878501892
15004,12614,0.743777871131897
15004,9756,0.7437720894813538
12745,12594,0.7437378168106079
12745,9953,0.743726372718811
12778,9768,0.7437127232551575
15004,14309,0.7437085509300232
15004,12499,0.7437061071395874
6042,14333,0.7436930537223816
4633,11887,0.7436929941177368
6042,14080,0.7436760663986206
5870,13582,0.7436748147010803
12745,17193,0.7436407208442688
12778,9255,0.7436395883560181
6042,11914,0.7436321973800659
15180,4534,0.7436293959617615
6042,16001,0.7436257004737854
15004,9075,0.7436082363128662
11783,11724,0.7435820698738098
6136,6626,0.7435773015022278
12745,13035,0.7435340881347656
15004,955,0.7435299754142761
9896,7527,0.743529736995697
6042,529,0.7435261011123657
15004,11541,0.7434576153755188
12745,531,0.7434319853782654
15004,15854,0.7434278130531311
12745,1375,0.7434146404266357
15004,7946,0.7434056401252747
6042,7637,0.7434046864509583
12745,5225,0.7434025406837463
6042,13461,0.7434019446372986
15004,14284,0.743392288684845
6042,11737,0.7433679699897766
12745,13461,0.7433250546455383
4633,1548,0.743298351764679
15233,9798,0.7432920336723328
6042,12594,0.7432808876037598
6042,344,0.7432801723480225
15004,10202,0.7432670593261719
12745,410,0.7432588338851929
12745,6162,0.7432572841644287
12745,3574,0.7432570457458496
15004,13402,0.7432095408439636
6042,1375,0.7432067394256592
12745,3018,0.7431627511978149
15137,12478,0.7431504130363464
15004,9109,0.7431014776229858
12745,11714,0.7430993914604187
12745,2648,0.7430644631385803
15004,17772,0.7430411577224731
6042,410,0.7430332899093628
6042,3574,0.7430314421653748
6042,6162,0.7430310249328613
10385,14890,0.7430182695388794
15004,10901,0.7430170774459839
6042,11714,0.7430118322372437
6042,2648,0.7430116534233093
12745,2768,0.742983877658844
6042,17193,0.7429657578468323
12745,16434,0.7429569363594055
6042,531,0.742954671382904
6042,11458,0.7429453134536743
6042,9077,0.7429408431053162
6042,3018,0.7429198622703552
12778,6301,0.7429187297821045
15004,8172,0.7428825497627258
12745,14309,0.7428672313690186
12745,9401,0.7428383231163025
6042,17452,0.7428326606750488
12745,14429,0.7428102493286133
4633,6626,0.7427830696105957
11783,9597,0.7427794337272644
4633,14604,0.7427746653556824
17009,7315,0.7427710890769958
12745,3643,0.7427623271942139
12778,3158,0.7426549196243286
12778,1389,0.7426549196243286
15004,7145,0.7426486611366272
17009,13362,0.7426480054855347
11783,6311,0.742638349533081
15004,11185,0.7426137328147888
12745,7145,0.7426136136054993
6042,9953,0.7426084876060486
15004,17142,0.7425622344017029
12745,12614,0.7425420880317688
15004,3630,0.74253249168396
12778,4254,0.7425298690795898
12745,9756,0.7425257563591003
12778,11850,0.7425168752670288
15004,9315,0.7425155639648438
15004,2656,0.7425123453140259
6042,16434,0.7425118088722229
12778,6944,0.7425076961517334
12745,16487,0.7424991130828857
6042,5225,0.7424413561820984
6042,14309,0.742387056350708
9896,8908,0.7423785328865051
6042,13035,0.7423698902130127
6136,1266,0.7423498034477234
12745,12499,0.7423492670059204
15233,745,0.7423279285430908
3640,13582,0.7423259615898132
15004,9107,0.742324709892273
15004,15133,0.7423079013824463
15004,14163,0.7422826290130615
15004,11217,0.7422826290130615
16523,13582,0.7422740459442139
12745,14284,0.7422667145729065
6136,8454,0.7422614693641663
15004,12632,0.7422605752944946
12778,5150,0.7422310709953308
15004,16414,0.7422295808792114
12745,955,0.7422071695327759
15004,1283,0.7421962022781372
6042,2768,0.7421876788139343
15004,17198,0.7421827912330627
12745,11541,0.7421376705169678
15004,12957,0.7421353459358215
15004,10909,0.7421323657035828
15004,11816,0.7421188354492188
14435,13582,0.7421103119850159
12745,15854,0.7421036958694458
9896,11777,0.7421002388000488
6136,14420,0.7420981526374817
6042,12614,0.7420856952667236
6042,9401,0.7420790791511536
10385,7797,0.7420637607574463
12745,10202,0.7420377135276794
15004,12659,0.7420222759246826
6042,3643,0.7420139908790588
7941,12325,0.7420116662979126
15004,695,0.7420031428337097
15004,669,0.7419804930686951
12778,12089,0.7419763207435608
17009,7108,0.7419763207435608
15004,17156,0.741970419883728
15004,15409,0.7419685125350952
12745,7946,0.7419551610946655
12745,9109,0.7419518232345581
14623,3007,0.7419372200965881
14623,17192,0.7419150471687317
6042,12623,0.7419130802154541
12745,13402,0.7418903112411499
5870,12691,0.7418768405914307
15233,4534,0.7418695688247681
6136,9768,0.7418602108955383
15137,13362,0.7418489456176758
6042,16487,0.7418283224105835
17009,16491,0.7418246865272522
15004,4501,0.741786003112793
9896,15160,0.7417837381362915
15004,3660,0.7417387366294861
12745,11185,0.7417341470718384
6042,955,0.7417311668395996
17009,337,0.7417179346084595
15004,6269,0.7417113184928894
6042,12499,0.7417044639587402
12745,15409,0.741701066493988
12745,17772,0.7416901588439941
17009,3350,0.7416839003562927
12778,13195,0.7416630983352661
6136,9255,0.741655170917511
6042,11541,0.7416549324989319
15004,14473,0.7416509985923767
12778,4005,0.7416306734085083
6042,15854,0.7416254878044128
7941,4534,0.7416254281997681
15004,13586,0.741620659828186
15137,7315,0.7415724396705627
12745,3630,0.741572380065918
15004,7459,0.7415545582771301
12745,8172,0.7415370345115662
15180,1030,0.7415165305137634
14442,13582,0.7414960265159607
12778,12535,0.7414949536323547
6042,14429,0.7414411306381226
6042,9756,0.7414410710334778
15004,5740,0.7414278984069824
12745,9315,0.7414141297340393
6042,10901,0.7414032220840454
6042,13402,0.7413976192474365
12778,8205,0.741389811038971
12745,10901,0.7413890361785889
15004,14547,0.7413883209228516
12778,6722,0.7413557171821594
15004,4634,0.7413513660430908
15004,3863,0.7413454055786133
3788,13582,0.7413389086723328
12745,2656,0.7413341403007507
12745,11816,0.7413167357444763
12745,17142,0.7413167357444763
15004,6312,0.7413145303726196
6042,11185,0.7413142919540405
15004,12565,0.7413055300712585
15004,16198,0.741297721862793
15004,16710,0.7412930130958557
15004,7440,0.7412858009338379
4633,8454,0.7412793636322021
15004,2393,0.7412765622138977
12745,9107,0.7412607073783875
15004,12536,0.7412348985671997
15004,3276,0.7412348389625549
11783,14890,0.7412325143814087
15004,900,0.7412267923355103
15004,8127,0.7412211298942566
4633,14420,0.741152822971344
15137,3350,0.7411440014839172
12745,1283,0.7411372065544128
4633,9255,0.7411361932754517
15004,10086,0.7411320805549622
12745,13586,0.741110622882843
12745,3660,0.741100549697876
12745,15133,0.7410937547683716
6042,10202,0.7410879135131836
12745,14163,0.7410702109336853
12745,11217,0.7410702109336853
15180,11724,0.741066575050354
6042,9109,0.7410607933998108
15004,2874,0.7410593032836914
6136,6301,0.74104905128479
12745,16414,0.7410455942153931
6042,7946,0.7410447597503662
15004,8441,0.7410367131233215
12745,14473,0.7410221695899963
6042,17772,0.7410188913345337
12745,10909,0.7409664392471313
6042,14284,0.7409406900405884
7941,745,0.7409400939941406
12745,12957,0.7409266829490662
15004,5717,0.7409132122993469
6042,17142,0.7409075498580933
7941,9798,0.740868866443634
15004,17536,0.7408642172813416
12778,13886,0.7408635020256042
12745,12659,0.7408553957939148
6042,17198,0.7408504486083984
12745,12632,0.7408410310745239
6042,15133,0.7408326268196106
6136,4254,0.740832507610321
15004,11557,0.7408216595649719
15137,16491,0.740812361240387
12745,669,0.7408063411712646
6042,11217,0.7408058047294617
6042,14163,0.7408058047294617
12745,5740,0.7407999038696289
12745,4501,0.7407946586608887
15004,4751,0.740787148475647
4633,1266,0.7407799959182739
16523,12691,0.7407746315002441
15137,7108,0.7407612204551697
12745,695,0.740754246711731
12778,11257,0.7407320737838745
15004,11522,0.7407281398773193
6136,3158,0.7407056093215942
6136,1389,0.7407056093215942
12745,17156,0.7406560182571411
6042,12957,0.7406527400016785
15004,10499,0.7406415939331055
4633,9768,0.740609884262085
12745,7459,0.7405980825424194
17009,11602,0.7405784726142883
6136,6944,0.7405661940574646
6042,9107,0.740566074848175
6042,12632,0.7405598759651184
12745,4634,0.7405174374580383
12745,16710,0.7405055165290833
12778,12669,0.7404954433441162
15004,14910,0.7404858469963074
12778,7342,0.74046391248703
6136,11850,0.7404625415802002
6042,8172,0.7404595017433167
17009,10119,0.7404541373252869
6136,5150,0.7404532432556152
15004,2862,0.7404409050941467
6042,1283,0.7404327392578125
14435,12691,0.7404268383979797
15004,5140,0.7404201626777649
3640,12691,0.7404159903526306
15004,8363,0.7404118180274963
12745,12536,0.7403813004493713
15004,7129,0.74037766456604
15004,12986,0.7403759360313416
6042,2656,0.7403678297996521
14623,12325,0.740365207195282
15004,17080,0.740362286567688
6042,9315,0.7403305172920227
15004,6886,0.7403058409690857
6042,6312,0.7403053641319275
15004,7257,0.7403046488761902
12745,16198,0.7402881979942322
6136,4005,0.7402821183204651
12745,14547,0.7402809262275696
12778,5138,0.74028080701828
15004,940,0.7402795553207397
15004,13303,0.7402756810188293
12745,6269,0.7402716875076294
15004,12954,0.7402702569961548
15004,16088,0.7402702569961548
15004,8130,0.7402702569961548
15004,2493,0.7402702569961548
15004,4759,0.7402702569961548
15004,9803,0.7402702569961548
12778,99,0.7402592301368713
15004,16739,0.7402337193489075
6042,10909,0.7402247190475464
15004,2364,0.7402210831642151
11783,7797,0.7402088642120361
15004,13723,0.7402060031890869
15004,6618,0.7401849627494812
6042,900,0.7401772737503052
4633,4254,0.7401751279830933
15180,6311,0.7401725649833679
6042,7145,0.7401646971702576
6042,12659,0.7401501536369324
15004,2586,0.7401394248008728
17009,420,0.7401317954063416
12745,3863,0.7401311993598938
6042,16414,0.7401044964790344
15004,9825,0.7400996685028076
12745,12565,0.74009108543396
12745,2393,0.7400897741317749
15004,5847,0.7400830388069153
12745,7440,0.7400723099708557
12745,8127,0.7400710582733154
6042,3630,0.7400632500648499
6042,695,0.7400476336479187
15180,9597,0.7400391101837158
12778,11726,0.7400363087654114
12745,11522,0.7400332093238831
6136,12089,0.7400189638137817
12778,9748,0.740014910697937
12745,900,0.740007221698761
12745,11557,0.7399879097938538
6042,7459,0.7399787902832031
12745,17198,0.7399715781211853
6042,14547,0.7399386763572693
15004,1202,0.7399357557296753
6042,9075,0.7399232387542725
12778,3786,0.7399221658706665
15004,4976,0.739913821220398
12745,2874,0.7399085760116577
15004,17706,0.7399048805236816
6042,11816,0.7399000525474548
14442,12691,0.7398927211761475
6042,4501,0.7398878931999207
6136,13195,0.7398805022239685
6042,17156,0.7398803234100342
12745,5717,0.7398713827133179
12745,3276,0.7398684620857239
15004,13340,0.7398552298545837
15004,5280,0.7398344278335571
15004,12979,0.7398327589035034
3788,12691,0.7398263812065125
4633,6944,0.7398245930671692
12778,6401,0.739823579788208
15137,337,0.7398157715797424
6042,6269,0.7398089170455933
15004,11504,0.739791989326477
12745,8441,0.7397749423980713
12745,10086,0.7397679686546326
10385,12478,0.7397662401199341
15233,1030,0.7397651076316833
6042,2393,0.7397615909576416
9896,3007,0.7397359609603882
6042,3276,0.7397215962409973
15004,3909,0.7397167086601257
6042,15409,0.7397041916847229
4633,11850,0.7396789789199829
12745,17080,0.7396532297134399
15004,17175,0.739649772644043
15004,6610,0.7396336197853088
6136,8205,0.7396200299263
6042,669,0.7396019101142883
4633,6301,0.7395851016044617
6136,6722,0.7395836710929871
15004,6775,0.7395802140235901
15137,10119,0.7395800948143005
15004,16714,0.7395704984664917
12778,3631,0.7395557761192322
15004,4979,0.7395524978637695
15004,16620,0.7395246028900146
15004,8162,0.73952317237854
15004,1371,0.7395159602165222
15004,9047,0.7395011186599731
6136,12535,0.7394921779632568
6042,3660,0.7394775152206421
12778,10957,0.7394759058952332
12745,5140,0.7394656538963318
12745,17536,0.7394641637802124
12745,6312,0.739433228969574
7941,1030,0.7394309639930725
15004,15749,0.739406168460846
